Наименование;Остаток;КодТовара;Артикул;Производитель;Тип;Описание;Цена;ШтрихКод;Упаковка;СрокГодности;Марка;ТоварнаяКатегория;Товар;РейтингПродаж;Категория;ABV;IBU;Plato;СтильПива;UntappdRef;EBC;id_объекта
Rewort Brewery "The Monster Mash" (Tomato Gose) алк. 5,5% / ТОМАТНОЕ 4, пэт кег 20л/шт;31;00-00020897;THE MONSTER MASH (пэт кег 20л/шт);Rewort;Товар;;0;4670161159884;пэт кег 20л/шт;365;The Monster Mash;The Monster Mash;Rewort Brewery "The Monster Mash" (Tomato Gose) алк. 5,5% / ТОМАТНОЕ 4, пэт кег 20л/шт;;Алкогольная продукция>SVOI (Сергиев Посад)>Rewort кег пэт;5,50;35;21,50;Tomato Gose;6421672;50;01ef1d42-af55-11f0-9bb1-000c296fac54
Magic Mess "Понедельник Riwaka" (Lager) алк.5% / Мэджик Месс Лагер 3, ж/б 0,45л;21;00-00020986;ПОНЕДЕЛЬНИК RIWAKA (ж/б 0,45л);Magic Mess;Товар;;301;4660508891560;кор. 12х0,45л ж/б;365;Понедельник Riwaka;Понедельник Riwaka;Magic Mess "Понедельник Riwaka" (Lager) алк.5% / Мэджик Месс Лагер 3, ж/б 0,45л;;Алкогольная продукция>Magic Mess>Magic Mess ж>б;5;;;Lager;6397661;;2f5e2487-b4ca-11f0-9bb2-000c296fac54
Ability “Whispering Wings” (New England Single Hop DDH DIPA) алк. 8,6% / Абилити 20, пэт кег 20л/шт;6;00-00021060;WHISPERING WINGS (пэт кег 20л/шт);Ability;Товар;;0;4630522440488;пэт кег 20л/шт;365;Whispering Wings;Whispering Wings;Ability “Whispering Wings” (New England Single Hop DDH DIPA) алк. 8,6% / Абилити 20, пэт кег 20л/шт;;Алкогольная продукция>SVOI (Сергиев Посад)>Ability кег;8,60;;;New England Single Hop DDH DIPA;6496153;;1bfbd89a-bba7-11f0-9bb2-000c296fac54
Заповедник "БарКас" (Hopped Semi Dry Cider) алк. 5,7% / ДРУЖБИСТ 13, пэт кег 30л;30;00-00021116;БАРКАС (пэт кег 30л);Заповедник;Товар;;490;4603759677934;пэт кег 30л;730;БарКас;БарКас;Заповедник "БарКас" (Hopped Semi Dry Cider) алк. 5,7% / ДРУЖБИСТ 13, пэт кег 30л;;Алкогольная продукция>Заповедник>Заповедник кег;5,70;;;Hopped Semi Dry Cider;6315841;;854a9ef5-c09b-11f0-9bb2-000c296fac54
Леонид Леврана "862" (Sweet Cider) алк. 5,5% / 862. ЛЕОНИД ЛЕВРАНА, бут. 0,33л;48;00-00021510;862 (бут. 0,33л);Сидродельня Леонида Леврана;Товар;;285;4603728537238;кор. 12х0,33л ст. бут.;720;862;862;Леонид Леврана "862" (Sweet Cider) алк. 5,5% / 862. ЛЕОНИД ЛЕВРАНА, бут. 0,33л;;Алкогольная продукция>Сидродельня Леонида Леврана>Леврана бут;5,50;;;Sweet Cider;6070777;;2992c1c7-e185-11f0-9bb5-000c296fac54
Salden's "Sultana IPA" (American IPA) алк. 7% / Салденс Хэйзи ИПА, жб, 0,45л;20;00-00021529;SULTANA IPA (жб. 0,45л);Salden's;Товар;;285;4620085786871;кор. 20х0,45л ж/б;180;Sultana IPA;Sultana IPA;Salden's "Sultana IPA" (American IPA) алк. 7% / Салденс Хэйзи ИПА, жб, 0,45л;;Алкогольная продукция>Saldens>Salden's ж>б;7;60;;American IPA;5922356;;96408fe3-f068-11f0-9bb6-000c296fac54
Mitra Brewing Co. "Unity Lager" (Lager) алк 4,2% / Митра Парка, ж/б 0,45л;55;00-00021629;UNITY LAGER (ж/б 0,45л);Mitra Brewing Co.;Товар;;338;4610259471320;кор. 12х0,45л ж/б;365;Unity Lager;Unity Lager;Mitra Brewing Co. "Unity Lager" (Lager) алк 4,2% / Митра Парка, ж/б 0,45л;;Алкогольная продукция>Mitra Brewing Co.>Mitra Brewing Co. ж>б;4,20;11;;Lager;6535475;;f8419394-f847-11f0-9bb7-000c296fac54
Magic Mess "Вишневая пятница" (Fruited Sour Ale) алк.5,5% / Мэджик Месс Вишневая пятница, ж/б 0,45л;43;00-00019431;ВИШНЕВАЯ ПЯТНИЦА (ж/б 0,45л);Magic Mess;Товар;;327;4660508890648;кор. 12х0,45л ж/б;365;Вишневая пятница;Вишневая пятница;Magic Mess "Вишневая пятница" (Fruited Sour Ale) алк.5,5% / Мэджик Месс Вишневая пятница, ж/б 0,45л;;Алкогольная продукция>Magic Mess>Magic Mess ж>б;5,50;;;Fruited Sour Ale;6239174;;ea183306-406b-11f0-9bac-000c296fac54
Заповедник "Top Hat" (Hopped Cider) алк. 5,5% / Топ Хэт, бут. 0,33л;65;00-00019494;TOP HAT (бут. 0,33л);Заповедник;Товар;;296;4603759677576;кор. 20х0,33л ст. бут.;730;Top Hat;Top Hat;Заповедник "Top Hat" (Hopped Cider) алк. 5,5% / Топ Хэт, бут. 0,33л;;Алкогольная продукция>Заповедник>Заповедник бут;5,50;;;Hopped Cider;4605815;;d58accd8-45dd-11f0-9bac-000c296fac54
Andreev Ciderworks "Sweet Endeavour" (Sweet Cider) алк.5% / Свит Эндевор, бут. 0,75л;6;00-00019528;SWEET ENDEAVOUR (бут. 0,75л);Andreev Ciderworks;Товар;;1012;4627108127086;кор. 06х0,75л ст. бут.;999;Sweet Endeavour;Sweet Endeavour;Andreev Ciderworks "Sweet Endeavour" (Sweet Cider) алк.5% / Свит Эндевор, бут. 0,75л;;Алкогольная продукция>Andreev Ciderworks>Andreev Ciderworks бут;5;;;Sweet Cider;4349334;;3b682030-4a80-11f0-9bac-000c296fac54
Plague Brew "Apple Tunes: Calamansi" (Mead) алк. 10% / Напиток Специальный 3,  бут. 0,25 л;12;00-00019628;APPLE TUNES: CALAMANSI (бут. 0,25л);Plague Brew;Товар;;773;;кор. 20х0,25л ст. бут.;1825;Apple Tunes: Calamansi;Apple Tunes: Calamansi;Plague Brew "Apple Tunes: Calamansi" (Mead) алк. 10% / Напиток Специальный 3,  бут. 0,25 л;;Алкогольная продукция>Plague Brew>Plague Brew ж>б бут;10;;;Mead;6228551;;39dc734f-4d02-11f0-9bac-000c296fac54
White Phoenix "White Phoenix Гранат-Малина" (Mead), алк. 5,6%/ Белый Феникс"Гранат-малина",бут 0,45л;120;00-00009422;WHITE PHOENIX ГРАНАТ-МАЛИНА (бут 0,45л);White Phoenix;Товар;;180;4630178430185;кор. 12х0,45л ст бут.;730;White Phoenix Гранат-Малина;White Phoenix Гранат-Малина;White Phoenix "White Phoenix Гранат-Малина" (Mead), алк. 5,6%/ Белый Феникс"Гранат-малина",бут 0,45л;;Алкогольная продукция>Cider House>White Phoenix>White Phoenix ж\б бут;5,60;;;Mead;4447118;;7e01676d-00ff-11ed-80e3-000c29d24b62
White Phoenix "White Phoenix Гранат-Малина" (Mead), алк. 5,6%/ Белый Феникс"Гранат-малина",бут 0,45л;120;00-00009422;WHITE PHOENIX ГРАНАТ-МАЛИНА (бут 0,45л);White Phoenix;Товар;;180;4630178431267;кор. 12х0,45л ст бут.;730;White Phoenix Гранат-Малина;White Phoenix Гранат-Малина;White Phoenix "White Phoenix Гранат-Малина" (Mead), алк. 5,6%/ Белый Феникс"Гранат-малина",бут 0,45л;;Алкогольная продукция>Cider House>White Phoenix>White Phoenix ж\б бут;5,60;;;Mead;4447118;;7e01676d-00ff-11ed-80e3-000c29d24b62
Black Cat "70" (American IPA), алк. 5,8% / 70 ИПА, ж/б 0,45л;78;00-00009665;70 (ж/б 0,45л);Black Cat;Товар;;301;4603726880725;кор. 12х0,45л ж/б;360;70;70;Black Cat "70" (American IPA), алк. 5,8% / 70 ИПА, ж/б 0,45л;;Алкогольная продукция>Black Cat Brewery>Black Cat Brewery стекло > жб;6,60;70;;American IPA;1070427;;5907d6b2-1496-11ed-80e6-000c29d24b62
Plan B "Отличный План" (American IPA) алк. 7,3% / Отличный План,  пэт кег 20л;180;00-00003713;ОТЛИЧНЫЙ ПЛАН (пэт кег 20л);Plan B;Товар;;443;4650139080440;пэт кег 20л;180;Отличный План;Отличный План;Plan B "Отличный План" (American IPA) алк. 7,3% / Отличный План,  пэт кег 20л;;Алкогольная продукция>Plan B Brewery>Plan B Brewery кег;7,30;70;17;American IРА;1101931;;655ff804-ec59-11ea-80ef-000c29e252b5
Маска;161;00-00004402;МАСКА;Rewort;Товар;Маска Rewort;0;;штучный товар;0;Маска;Маска;Маска;Новинка!;Сопутствующие товары>СВОИ>Атрибутика;;;;;;;d9e1d4fa-435a-11eb-80f9-000c29e252b5
Zavod "Sea view" (Non-alco gose) / Завод фри си вью, ж/б 0,45л;20;00-00018539;SEA VIEW (ж/б  0,45л);Zavod Brewery;Товар;;285;4607967292682;кор. 20х0,45л ж/б;360;Sea view;Sea view;Zavod "Sea view" (Non-alco gose) / Завод фри си вью, ж/б 0,45л;;Алкогольная продукция>Zavod Brewery>Zavod Brewery Б>А;;;;Non-alco gose;;;0dd1906b-0490-11f0-8227-000c29bc6f5e
Plague Brew "Saltlake" (Traditional Gose), алк. 4,5% / Гозе, ж/б 0,45л;48;00-00018598;SALTLAKE (ж/б 0,45л);Plague Brew;Товар;;298;4640236238578;кор. 06х0,45л ж/б;730;Saltlake;Saltlake;Plague Brew "Saltlake" (Traditional Gose), алк. 4,5% / Гозе, ж/б 0,45л;;Алкогольная продукция>Plague Brew>Plague Brew ж>б бут;4,50;7;;Traditional Gose;4719217;;ad4c48d2-0624-11f0-8228-000c29bc6f5e
Rewort Brewery "Turbulence" (DIPA) алк. 8.5% / ТУРБУЛЕНЦИЯ, пэт кег 20л/шт;30;00-00018657;TURBULENCE (пэт кег 20л/шт);Rewort;Товар;;0;4670161157385;пэт кег 20л/шт;365;Turbulence;Turbulence;Rewort Brewery "Turbulence" (DIPA) алк. 8.5% / ТУРБУЛЕНЦИЯ, пэт кег 20л/шт;Новинка!;Алкогольная продукция>SVOI (Сергиев Посад)>Rewort кег пэт;8,50;80;19;DIPA;6165990;9;2fc231d9-0b12-11f0-822d-000c29bc6f5e
Rewort Brewery "Angela D" (АРА) алк. 5,5% / Ангела Д.,, ж/б 0,45л;44;00-00018720;ANGELA D (ж/б 0,45л);Rewort;Товар;;248;4670161154537;кор. 12х0,45л ж/б;365;Angela D;Angela D;Rewort Brewery "Angela D" (АРА) алк. 5,5% / Ангела Д.,, ж/б 0,45л;;Алкогольная продукция>SVOI (Сергиев Посад)>Rewort ж>б;5,50;40;13;American Pale Ale;2367263;8;b23e2666-1096-11f0-822d-000c29bc6f5e
Rewort Brewery "Angela D" (АРА) алк. 5,5% / Ангела Д.,, ж/б 0,45л;44;00-00018720;ANGELA D (ж/б 0,45л);Rewort;Товар;;248;4670161154940;кор. 12х0,45л ж/б;365;Angela D;Angela D;Rewort Brewery "Angela D" (АРА) алк. 5,5% / Ангела Д.,, ж/б 0,45л;;Алкогольная продукция>SVOI (Сергиев Посад)>Rewort ж>б;5,50;40;13;American Pale Ale;2367263;8;b23e2666-1096-11f0-822d-000c29bc6f5e
Red Button "Varietal Frozen Sour Kitchen" (Freeze), алк. 18%, /Весений фрозен саур китчен, ж/б 0,45л;9;00-00022147;VARIETAL FROZEN SOUR KITCHEN (жб 0,45л);Red Button;Товар;;590;4670190944703;кор. 20х0,45л ж/б;360;Varietal Frozen Sour Kitchen;Varietal Frozen Sour Kitchen;Red Button "Varietal Frozen Sour Kitchen" (Freeze), алк. 18%, /Весений фрозен саур китчен, ж/б 0,45л;;Алкогольная продукция>Red Button>Red Button ж>б > стекло;18;;;Freeze-Distilled Beer;6672675;;f060a9cc-3978-11f1-9bbc-000c296fac54
Zagovor Brewery "Cherby" (Fruited Sour Ale) алк. 6% / Черби, ж/б  0,45л;36;00-00022171;CHERBY (ж/б 0,45л);Zagovor Brewery;Товар;;396;4670223014380;кор. 20х0,45л ж/б;365;Cherby;Cherby;Zagovor Brewery "Cherby" (Fruited Sour Ale) алк. 6% / Черби, ж/б  0,45л;;Алкогольная продукция>Zagovor Brewery>Zagovor Brewery ж>б;6;;;Fruited Sour Ale;5497774;;f7cbed81-3d74-11f1-9bbc-000c296fac54
Plan B "Delta Seeker" (American IPA) алк. 7,5% / План Б светлое-8, пэт кег 20л;20;00-00022187;DELTA SEEKER (пэт кег 20л);Plan B;Товар;;462;4650139080679;пэт кег 20л;180;Delta Seeker;Delta Seeker;Plan B "Delta Seeker" (American IPA) алк. 7,5% / План Б светлое-8, пэт кег 20л;;Алкогольная продукция>Plan B Brewery>Plan B Brewery кег;7,50;90;;American IPA;6680773;;b965879c-3fa5-11f1-9bbc-000c296fac54
Заповедник "Со страхом и любовью" (Cider) алк. 5.5% /Со страхом и любовью, пэт кег 30л;30;00-00022222;СО СТРАХОМ И ЛЮБОВЬЮ (пэт кег 30л);Заповедник;Товар;;490;4603759677583;пэт кег 30л;730;Со страхом и любовью;Со страхом и любовью;Заповедник "Со страхом и любовью" (Cider) алк. 5.5% /Со страхом и любовью, пэт кег 30л;;Алкогольная продукция>Заповедник>Заповедник кег;5,50;;;Cider;6039092;;e5d0d362-43bc-11f1-9bbc-000c296fac54
Black Cat "Головы Кошек. Черная" (Wheat Beer), алк. 7% / Фруктовый Пивной 4, пэт кег 20л/шт;1;00-00022343;ГОЛОВЫ КОШЕК. ЧЕРНАЯ (пэт кег 20л/шт);Black Cat;Товар;;8370;4620478130304;пэт кег 20л/шт;365;Головы Кошек. Черная;Головы Кошек. Черная;Black Cat "Головы Кошек. Черная" (Wheat Beer), алк. 7% / Фруктовый Пивной 4, пэт кег 20л/шт;;Алкогольная продукция>Black Cat Brewery>Black Cat Brewery кег;7;9;;Wheat Beer;6677758;;4d9beafc-5414-11f1-9bbe-000c296fac54
GANZA Brewery "Gambit" (Double New England IPA) алк.8% / Ганза неипа 30, ж/б 0,45 л;20;00-00022362;GAMBIT (ж/б 0,45);GANZA Brewery;Товар;;381;4670163075809;кор. 12х0,45л ж/б;360;Gambit;Gambit;GANZA Brewery "Gambit" (Double New England IPA) алк.8% / Ганза неипа 30, ж/б 0,45 л;;Алкогольная продукция>GANZA Brewery>GANZA Brewery ж>б;8;30;;Double New England IPA;6696695;;94c9b934-54f8-11f1-9bbe-000c296fac54
Stamm Brewing "Desert Glitch" (New England Pale Ale) алк 5,5% / НЕАПА 2 / NEAPA 2, ж/б 0,45л;17;00-00022377;DESERT GLITCH (ж/б 0,45л);Stamm Brewing;Товар;;359;4610297652163;кор. 12х0,45л ж/б;365;Desert Glitch;Desert Glitch;Stamm Brewing "Desert Glitch" (New England Pale Ale) алк 5,5% / НЕАПА 2 / NEAPA 2, ж/б 0,45л;;Алкогольная продукция>Stamm Brewing>Stamm Brewing ж>б, бут;5,50;;;New England Pale Ale;6711274;;8214595d-5517-11f1-9bbe-000c296fac54
Stamm Brewing "Desert Glitch" (New England Pale Ale) алк 5,5% / НЕАПА 2 / NEAPA 2, ж/б 0,45л;17;00-00022377;DESERT GLITCH (ж/б 0,45л);Stamm Brewing;Товар;;359;4610297652170;кор. 12х0,45л ж/б;365;Desert Glitch;Desert Glitch;Stamm Brewing "Desert Glitch" (New England Pale Ale) алк 5,5% / НЕАПА 2 / NEAPA 2, ж/б 0,45л;;Алкогольная продукция>Stamm Brewing>Stamm Brewing ж>б, бут;5,50;;;New England Pale Ale;6711274;;8214595d-5517-11f1-9bbe-000c296fac54
Zavod "Образец Мутный ХЗ-1" (IPA) алк. 6.1% /ХЕЙЗИ 7, ж/б  0,45л;27;00-00022402;ОБРАЗЕЦ МУТНЫЙ ХЗ-1 (ж/б  0,45л);Zavod Brewery;Товар;;359;4630250302102;кор. 20х0,45л ж/б;360;Образец Мутный ХЗ-1;Образец Мутный ХЗ-1;Zavod "Образец Мутный ХЗ-1" (IPA) алк. 6.1% /ХЕЙЗИ 7, ж/б  0,45л;;Алкогольная продукция>Zavod Brewery>Zavod Brewery ж>б;6,10;50;;IPA;6698917;;b4f4c07f-58d0-11f1-9bbe-000c296fac54
Zavod "Образец Мутный ХЗ-1" (IPA) алк. 6.1% /ХЕЙЗИ 7, ж/б  0,45л;27;00-00022402;ОБРАЗЕЦ МУТНЫЙ ХЗ-1 (ж/б  0,45л);Zavod Brewery;Товар;;359;4630250302119;кор. 20х0,45л ж/б;360;Образец Мутный ХЗ-1;Образец Мутный ХЗ-1;Zavod "Образец Мутный ХЗ-1" (IPA) алк. 6.1% /ХЕЙЗИ 7, ж/б  0,45л;;Алкогольная продукция>Zavod Brewery>Zavod Brewery ж>б;6,10;50;;IPA;6698917;;b4f4c07f-58d0-11f1-9bbe-000c296fac54
Plague Brew "Авангардизм" (Herbed Beer Spiced) алк. 4,8% / Пиво со вкусом пива 10, ж/б 0,45л;9;00-00022418;АВАНГАРДИЗМ (ж/б 0,45л);Plague Brew;Товар;;287;4660512528452;кор. 06х0,45л ж/б;730;Авангардизм;Авангардизм;Plague Brew "Авангардизм" (Herbed Beer Spiced) алк. 4,8% / Пиво со вкусом пива 10, ж/б 0,45л;;Алкогольная продукция>Plague Brew>Plague Brew ж>б бут;4,80;25;;Herbed Beer Spiced;6365920;;63742bf3-5998-11f1-9bbe-000c296fac54
Gravity Project "Черничный джем" (Cider) алк. 5% / Блю Берри Джэм, бут. 0,45л;85;00-00022437;ЧЕРНИЧНЫЙ ДЖЕМ (бут. 0,45л);Gravity Project;Товар;Сидр с голубикой.;329;4603791714819;кор. 12х0,45л ст бут.;365;Черничный джем;Черничный джем;Gravity Project "Черничный джем" (Cider) алк. 5% / Блю Берри Джэм, бут. 0,45л;;Алкогольная продукция>Gravity Project>Gravity Project стекло;5;;;Cider;3047146;;5fe25f04-5a8d-11f1-9bbe-000c296fac54
Brewlok "Воронежское море" (Lager) алк. 3.5% /Эль 83, ж/б 0,45л;42;00-00022453;ВОРОНЕЖСКОЕ МОРЕ (ж/б 0,45л);Brewlok;Товар;;290;4640437583385;кор. 12х0,45л ж/б;366;Воронежское море;Воронежское море;Brewlok "Воронежское море" (Lager) алк. 3.5% /Эль 83, ж/б 0,45л;;Алкогольная продукция>Brewlok (Воронеж)>Brewlok ж>б;3,50;;;;6716072;;a070a316-5d89-11f1-9bbe-000c296fac54
Selfmade "Starhawk" (Session IPA) алк. 5,5% / СБ ИПА 2, ж/б 0,45л;5;00-00022468;STARHAWK (ж/б 0,45л);Selfmade;Товар;;306;4640235994741;кор. 12х0,45л ж/б;363;Starhawk;Starhawk;Selfmade "Starhawk" (Session IPA) алк. 5,5% / СБ ИПА 2, ж/б 0,45л;;Алкогольная продукция>Selfmade>Selfmade ж>б;5,50;36;;Session IPA;6728869;;63fbda78-5f17-11f1-9bbe-000c296fac54
